business_id,name,city,state,postal_code,categories,stars_x,review_id,stars_y,useful,funny,cool,text_count
pQeaRpvuhoEqudo3uymHIQ,The Empanadas House,Champaign,IL,61820,"Ethnic Food, Food Trucks, Specialty Food, Imported Food, Argentine, Food, Restaurants, Empanadas",4.5,2TtLt9skrBwBM6QGEhFYCg,5.0,0,0,0,29.0
pQeaRpvuhoEqudo3uymHIQ,The Empanadas House,Champaign,IL,61820,"Ethnic Food, Food Trucks, Specialty Food, Imported Food, Argentine, Food, Restaurants, Empanadas",4.5,G16jgK2n4QgEfAr4YIs0iA,5.0,0,0,0,62.0
pQeaRpvuhoEqudo3uymHIQ,The Empanadas House,Champaign,IL,61820,"Ethnic Food, Food Trucks, Specialty Food, Imported Food, Argentine, Food, Restaurants, Empanadas",4.5,EHZ9uJhGt3H3XVuR_G_ysA,2.0,0,0,0,139.0
pQeaRpvuhoEqudo3uymHIQ,The Empanadas House,Champaign,IL,61820,"Ethnic Food, Food Trucks, Specialty Food, Imported Food, Argentine, Food, Restaurants, Empanadas",4.5,sO9ujibiSiQeiHYNpuER8w,5.0,1,0,0,62.0
pQeaRpvuhoEqudo3uymHIQ,The Empanadas House,Champaign,IL,61820,"Ethnic Food, Food Trucks, Specialty Food, Imported Food, Argentine, Food, Restaurants, Empanadas",4.5,-xl-rka_yUUFVdLJsfPi4A,5.0,0,0,0,34.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,28205,"Food, Restaurants, Grocery, Middle Eastern",3.0,XyHl5E80hAAlkhOt8m4Aww,3.0,5,0,0,96.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,28205,"Food, Restaurants, Grocery, Middle Eastern",3.0,6lNhsmWPHXcEM1-puvWGuA,3.0,3,1,0,50.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,28205,"Food, Restaurants, Grocery, Middle Eastern",3.0,TNDaynUc9RyhuU3ciMhXgA,2.0,2,0,0,141.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,28205,"Food, Restaurants, Grocery, Middle Eastern",3.0,W8fi6lEdAKEJewHps0cfUw,3.0,5,6,2,70.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,28205,"Food, Restaurants, Grocery, Middle Eastern",3.0,Ycij1YnZEwEBH09X49Q3Ow,4.0,0,0,0,71.0
CsLQLiRoafpJPJSkNX2h5Q,Middle East Deli,Charlotte,NC,28205,"Food, Restaurants, Grocery, Middle Eastern",3.0,fFgNJ2x0i113750QSWFRpw,2.0,2,2,1,46.0
eBEfgOPG7pvFhb2wcG9I7w,Philthy Phillys,Aurora,ON,L4G 7J1,"Restaurants, Cheesesteaks, Poutineries",4.5,gwU0Brt7bYIgFJeBhrmmmA,5.0,0,0,0,18.0
eBEfgOPG7pvFhb2wcG9I7w,Philthy Phillys,Aurora,ON,L4G 7J1,"Restaurants, Cheesesteaks, Poutineries",4.5,wt8t7boUicBVutypSIFBfg,4.0,0,0,0,32.0
eBEfgOPG7pvFhb2wcG9I7w,Philthy Phillys,Aurora,ON,L4G 7J1,"Restaurants, Cheesesteaks, Poutineries",4.5,tZ5DuKIfUuuhxGYV7ywhvw,5.0,0,0,0,31.0
eBEfgOPG7pvFhb2wcG9I7w,Philthy Phillys,Aurora,ON,L4G 7J1,"Restaurants, Cheesesteaks, Poutineries",4.5,rqa4ZB6yz-68G5GEXuZJyA,4.0,0,0,0,183.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,Q7iupWCt3UpRQSMKp4zO9A,4.0,1,0,0,94.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,iHoIfTt2k3cxV2W-W5qVkw,5.0,0,0,0,17.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,5Znyw_-c6VdaSlcogg2sQQ,3.0,1,0,1,111.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,sZ547NjO3SeJ4mqqQrh46Q,5.0,1,0,0,18.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,Hk8r4RURT3ZcxbE3GKHT_Q,4.0,4,0,0,123.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,VNwY67F2oAprFVUGONqA0g,5.0,3,0,2,153.0
lu7vtrp_bE9PnxWfA8g4Pg,Banzai Sushi,Thornhill,ON,L3T 5W4,"Japanese, Fast Food, Food Court, Restaurants",4.5,9xmRYAGMXHbHmWIR5kHSyQ,5.0,0,0,0,43.0
9sRGfSVEfLhN_km60YruTA,Apadana Restaurant,Richmond Hill,ON,L4E 1A5,"Persian/Iranian, Turkish, Middle Eastern, Restaurants, Kebab",3.0,K5IE7RqJNUSlhOYHQ5DIUA,4.0,2,1,1,149.0
9sRGfSVEfLhN_km60YruTA,Apadana Restaurant,Richmond Hill,ON,L4E 1A5,"Persian/Iranian, Turkish, Middle Eastern, Restaurants, Kebab",3.0,zqMn0qEm167jXL_bH-MwGQ,2.0,0,0,0,88.0
9sRGfSVEfLhN_km60YruTA,Apadana Restaurant,Richmond Hill,ON,L4E 1A5,"Persian/Iranian, Turkish, Middle Eastern, Restaurants, Kebab",3.0,vpoTuI5J1HGeReHYUAMAsQ,3.0,0,0,0,89.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,LyxX4jQXCj6p7ood9Y_ung,5.0,1,0,1,44.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,WqQkmdfkcvQZNGpI6Xzfow,5.0,0,0,0,78.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,lJsEaUqx_iS-IsPD3SHWlg,5.0,2,5,1,64.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,PfyDflR_hCtMsqR19KkNsg,4.0,1,0,0,65.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,RcsBd87ZxdI6h9A-E80X1A,4.0,0,0,1,70.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,XTQ3DrBb7J0l5Gco8AFJ2A,1.0,0,0,0,65.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,ehZaaKNzuSi5RjYy_5FOYg,5.0,0,0,0,86.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,PXgGX3HuBTFZgEU6PXAG2Q,4.0,0,0,0,7.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,R1LO8EMkjME5PBkYK4Xpcw,1.0,0,1,0,21.0
vjTVxnsQEZ34XjYNS-XUpA,Wetzel's Pretzels,Phoenix,AZ,85032,"Food, Pretzels, Bakeries, Fast Food, Restaurants",4.0,fCKx6PwCPFkrVrRqRowTmQ,4.0,13,10,14,124.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,WUAt5-krh075Ie44np8Hew,5.0,0,0,0,144.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,S9vIs-je49jqbhpWSQ8yHg,2.0,0,0,0,98.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,i2Soid_X8XsSTyIrPOst6g,1.0,2,0,0,238.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,uDYGaAOUgo7SLuH5nUZs3w,4.0,0,0,0,79.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,Xg7HuBvuZHTBog1G_2Wk0w,3.0,0,0,0,19.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,aVS7AupIceADC-xTmyjPDw,5.0,0,0,0,28.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,pzEx8PT7n5d84-y5x46dTQ,1.0,0,0,0,51.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,eDqCFNQyAv74NID-BcT5KA,2.0,0,0,0,51.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,snRJkwDEB_A7xz83cYqO1w,3.0,0,0,0,46.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,baoWrBWaH_WdDrLhnN11NA,4.0,1,1,2,67.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,IH998Fi8vDa6In8oyYa3bA,4.0,0,0,0,37.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,7CAj381UGIsh989OfVEk6Q,1.0,1,0,0,120.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,VRS-qCQqNN9pVH2-asmk-g,1.0,0,0,0,69.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,VKRbWWxlhrb6fy-6gEOXYA,1.0,1,1,1,128.0
fnZrZlqW1Z8iWgTVDfv_MA,Carl's Jr,Las Vegas,NV,89147,"Mexican, Restaurants, Fast Food",2.5,dxUZv_54YdrmxEFSHnW42w,4.0,1,0,1,109.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,OobdounFYjkAbIDsVUNwRw,5.0,0,1,0,155.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,0bNG5M5QxuYft_-RmpPpvg,4.0,0,0,0,30.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,qox22w34mX_Pg3iWwYHefA,5.0,0,0,0,44.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,npWeJRHL79S4q4phJI47TA,3.0,0,3,0,41.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,cV7ocrxE6BMyiIKnEbGsOg,1.0,1,0,0,67.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,dFamHdafHhokvyoafZUcAQ,2.0,3,0,0,36.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,QSqe_JMjeYF_ZuYvoDVR1g,3.0,0,0,0,59.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,hmymOSE5_7dONZ1JsjxCjQ,2.0,3,0,0,145.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,UBJDEIbGNAk8VTn8aVRNuA,3.0,1,3,0,150.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,hS4izo8AmFbvvpMMFqNP_w,3.0,0,0,0,164.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,xli614erqTNYHVtSfGuHGQ,5.0,0,0,0,5.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,nHbSPixeAzLN67l_frYa-Q,1.0,3,0,0,63.0
rVBPQdeayMYht4Uv_FOLHg,Gourmet Burger Company,Toronto,ON,M8Z 5G9,"Restaurants, Burgers, Food",3.0,vc_5Pnqg8YoD15xPFtoXcg,5.0,0,1,0,23.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,4xK2AMJhE-Iq9oqs63oPqw,5.0,4,2,3,40.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,cz-jm7g1Wli7wTtliSl6lg,4.0,0,0,0,48.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,tzwhl-xFnJ9v5-BnO36ivA,5.0,3,4,5,177.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,t-7SDtRASihHpTNpalluYw,5.0,1,1,2,68.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,Y9XbnZ01Uih9dfADzCHyTQ,5.0,2,1,1,57.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,y1H5whX80eiTgIwa_Seyjw,5.0,0,0,0,50.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,MAIa4fnsdY6D9HJoP6zL0w,5.0,1,1,2,49.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,ZBrKcCU_i7mDB4UEQSXRsg,4.0,2,0,0,72.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,Bd76HB_h_3Qj-axWAF6m7g,5.0,1,1,1,45.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,738U2DWwyOBR45sqKR4Juw,5.0,1,1,1,109.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,gnafeeFa1uJQTblnmvc2Hw,5.0,1,1,1,219.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,spizG6AP04IBgmINjkG1Uw,3.0,1,0,2,150.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,6TuyLTuT5QZhaVXuG9efiQ,5.0,0,0,0,21.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,-SKodQrDbjAHkLpS0oVQyA,4.0,0,0,0,37.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,77Qinlu4yn4DvR7tQKojaw,2.0,3,0,0,222.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,3crY98ZJWhy6XVikXNMvCA,5.0,1,1,1,185.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,kZPqxBMV0n_5pwW5_mWfdg,4.0,2,1,3,38.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,Imjxr5fSxiZlFAkUFdo2Rg,4.0,0,0,1,36.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,6-DrIj9lw_827cf96adMgA,5.0,3,1,1,71.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,cYwp6QmaRWCR8jOMp8nWjA,5.0,1,1,1,60.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,ewOpIA0sREdHaj-va_VNMg,4.0,3,1,2,153.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,Lxh1Gt5mTuyi2oworl4fow,5.0,0,0,0,16.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,5t3jWDXx7PHIg6P-ceh06Q,5.0,1,1,2,67.0
98hyK2QEUeI8v2y0AghfZA,Pho Lee's Vietnamese Restaurant,Cleveland,OH,44114,"Restaurants, Vietnamese, Soup",4.5,IsGRCg2ROudU0YiFaz7RkQ,3.0,6,1,1,183.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,EPI6NYOQ7-0gEpLIJ_JHug,1.0,3,0,0,454.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,Sve9ydPo6iBEybzCdz70Eg,1.0,1,0,0,66.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,uXsC1QYf-mBMNiJKGjMcGA,1.0,1,0,0,211.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,7kmhR3pZchkQEdbVAxJNow,4.0,1,1,1,198.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,pniFlfq8WJ_9_KphcddiEA,4.0,0,0,0,145.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,ojCmcrh1tNKrDZmt0VMhZg,5.0,1,0,0,81.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,sJbmYPByHGuYtgjC2soNDg,4.0,1,0,1,331.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,pCshvzbfMNB4CWF1aBtWTg,4.0,1,0,1,184.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,tu0OPNEY4Nw1CNSN9bxUdw,3.0,3,1,2,127.0
fhNf_sg-XzZ3e7HEVGuOZg,Meat Chix And Wieners,Las Vegas,NV,89118,"Burgers, Restaurants, American (Traditional), Chicken Wings",3.0,DGe__Cc4lmys8pWxM9GxtA,1.0,1,0,0,4.0
LoRef3ChgZKbxUio-sHgQg,Amir,Montréal,QC,H4P 2A7,"Restaurants, Lebanese, Middle Eastern",3.0,2L1UbgcrQSTNObqZEufKKw,2.0,1,0,0,28.0
LoRef3ChgZKbxUio-sHgQg,Amir,Montréal,QC,H4P 2A7,"Restaurants, Lebanese, Middle Eastern",3.0,IX0aVU1k6ZcB-xMUw9IhRQ,3.0,0,0,0,20.0
LoRef3ChgZKbxUio-sHgQg,Amir,Montréal,QC,H4P 2A7,"Restaurants, Lebanese, Middle Eastern",3.0,2lELr3ce1L7XKYwwZt98Ww,2.0,0,0,0,24.0
